occurrence_no,record_type,reid_no,flags,collection_no,identified_name,identified_rank,identified_no,difference,accepted_name,accepted_rank,accepted_no,early_interval,late_interval,max_ma,min_ma,reference_no
331565,occ,,,31209,Matonidium goeppertii,species,456239,"misspelling of, obsolete variant of",Matonidium goepperti,species,410763,Kimmeridgian,,154.8,149.2,8401
332072,occ,,,31272,Cladophlebis heterophylla,species,447894,,Cladophlebis heterophylla,species,447894,Early Cretaceous,,145,100.5,8423
332364,occ,,,31297,Equisetum columnare,species,280788,,Equisetum columnare,species,280788,Jurassic,,201.4,145,8430
332667,occ,,F,31317,Dictyophyllidites harrisii,species,252446,,Dictyophyllidites harrisii,species,252446,Middle Bathonian,,168.2,165.3,8462
332668,occ,,F,31317,Gleicheniidites senonicus,species,252492,,Gleicheniidites senonicus,species,252492,Middle Bathonian,,168.2,165.3,8462
332670,occ,,F,31317,Leptolepidites major,species,252555,,Leptolepidites major,species,252555,Middle Bathonian,,168.2,165.3,8462
332673,occ,,F,31317,Marattisporites scabratus,species,319597,,Marattisporites scabratus,species,319597,Middle Bathonian,,168.2,165.3,8462
332674,occ,,,31317,Matonisporites equiexinus,species,323706,,Matonisporites equiexinus,species,323706,Middle Bathonian,,168.2,165.3,8462
332675,occ,,,31317,Matonisporites phlebopteroides,species,323718,,Matonisporites phlebopteroides,species,323718,Middle Bathonian,,168.2,165.3,8462
332677,occ,,F,31317,Osmundacidites wellmanii,species,252480,,Osmundacidites wellmanii,species,252480,Middle Bathonian,,168.2,165.3,8462
332679,occ,,F,31317,Todisporites major,species,252541,,Todisporites major,species,252541,Middle Bathonian,,168.2,165.3,8462
332680,occ,,F,31317,Todisporites minor,species,252542,,Todisporites minor,species,252542,Middle Bathonian,,168.2,165.3,8462
332684,occ,,,31317,Phlebopteris polypodioides,species,412554,,Phlebopteris polypodioides,species,412554,Middle Bathonian,,168.2,165.3,8462
332740,occ,,,31319,Deltoidospora toralis,species,322093,,Deltoidospora toralis,species,322093,Middle Bathonian,,168.2,165.3,8462
332744,occ,,F,31319,Gleicheniidites senonicus,species,252492,,Gleicheniidites senonicus,species,252492,Middle Bathonian,,168.2,165.3,8462
332749,occ,,,31319,Leptolepidites equatibosus,species,325736,,Leptolepidites equatibosus,species,325736,Middle Bathonian,,168.2,165.3,8462
332750,occ,,,31319,Leptolepidites macroverrucosus,species,276488,,Leptolepidites macroverrucosus,species,276488,Middle Bathonian,,168.2,165.3,8462
332754,occ,,F,31319,Todisporites major,species,252541,,Todisporites major,species,252541,Middle Bathonian,,168.2,165.3,8462
332763,occ,,,31320,Deltoidospora toralis,species,322093,,Deltoidospora toralis,species,322093,Middle Bathonian,,168.2,165.3,8462
332788,occ,,F,31321,Gleicheniidites senonicus,species,252492,,Gleicheniidites senonicus,species,252492,Middle Bathonian,,168.2,165.3,8462
332793,occ,,F,31321,Osmundacidites wellmanii,species,252480,,Osmundacidites wellmanii,species,252480,Middle Bathonian,,168.2,165.3,8462
332918,occ,,,31341,Dictyophyllidites mortonii,species,340943,,Dictyophyllidites mortonii,species,340943,Early Triassic,Middle Triassic,251.902,237,8471
332938,occ,,,31342,Dictyophyllidites mortonii,species,340943,,Dictyophyllidites mortonii,species,340943,Late Triassic,,237,201.4,8471
332943,occ,,,31342,Osmundacidites wellmannii,species,327513,,Osmundacidites wellmannii,species,327513,Late Triassic,,237,201.4,8471
332946,occ,,,31342,Polycingulatisporites crenulatus,species,325307,,Polycingulatisporites crenulatus,species,325307,Late Triassic,,237,201.4,8471
333137,occ,,,31351,Dictyophyllidites mortonii,species,340943,,Dictyophyllidites mortonii,species,340943,Dienerian,Smithian,251.4,248.9,8472
333142,occ,,,31351,Osmundacidites senectus,species,336596,,Osmundacidites senectus,species,336596,Dienerian,Smithian,251.4,248.9,8472
333143,occ,,F,31351,Osmundacidites wellmanii,species,252480,,Osmundacidites wellmanii,species,252480,Dienerian,Smithian,251.4,248.9,8472
333204,occ,,,31353,Polycingulatisporites densatus,species,325448,,Polycingulatisporites densatus,species,325448,Griesbachian,,251.902,251.4,8467
333233,occ,,,31354,Dictyophyllidites mortonii,species,340943,,Dictyophyllidites mortonii,species,340943,Griesbachian,,251.902,251.4,8467
333243,occ,,,31354,Polycingulatisporites densatus,species,325448,,Polycingulatisporites densatus,species,325448,Griesbachian,,251.902,251.4,8467
333264,occ,,,31355,Dictyophyllidites mortonii,species,340943,,Dictyophyllidites mortonii,species,340943,Griesbachian,,251.902,251.4,8467
333335,occ,,,31358,Dictyophyllidites mortonii,species,340943,,Dictyophyllidites mortonii,species,340943,Griesbachian,,251.902,251.4,8467
333374,occ,,,31359,Dictyophyllidites mortonii,species,340943,,Dictyophyllidites mortonii,species,340943,Griesbachian,,251.902,251.4,8467
333422,occ,,,31360,Dictyophyllidites mortonii,species,340943,,Dictyophyllidites mortonii,species,340943,Griesbachian,,251.902,251.4,8467
333478,occ,,,31361,Dictyophyllidites mortonii,species,340943,,Dictyophyllidites mortonii,species,340943,Griesbachian,,251.902,251.4,8467
333793,occ,,,31376,Dictyophyllidites mortonii,species,340943,,Dictyophyllidites mortonii,species,340943,Kazanian,Zechstein,273.01,254.14,8467
333841,occ,,,31377,Dictyophyllidites mortonii,species,340943,,Dictyophyllidites mortonii,species,340943,Kazanian,Zechstein,273.01,254.14,8467
333895,occ,,,31380,Dictyophyllidites mortonii,species,340943,,Dictyophyllidites mortonii,species,340943,Kazanian,Zechstein,273.01,254.14,8467
333975,occ,,,31382,Tapeinidium undulatum ?,species,452377,,Tapeinidium undulatum,species,452376,Late Cretaceous,,100.5,66,8477
333976,occ,,,31382,Microtaenia variabilis,species,410996,,Microtaenia variabilis,species,410996,Late Cretaceous,,100.5,66,8477
333977,occ,,,31382,Microtaenia paucifolia,species,450091,,Microtaenia paucifolia,species,450090,Late Cretaceous,,100.5,66,8477
333978,occ,,,31382,Dennstaedtia fremonti ?,species,448370,,Dennstaedtia fremonti,species,448369,Late Cretaceous,,100.5,66,8477
333979,occ,,,31382,Dryopteris coloradensis,species,448648,,Dryopteris coloradensis,species,448648,Late Cretaceous,,100.5,66,8477
333980,occ,,,31382,Asplenium occidentale,species,447164,recombined as,Osmunda occidentale,species,447164,Late Cretaceous,,100.5,66,8477
333981,occ,,,31382,Anemia fremonti,species,446951,,Anemia fremonti,species,446951,Late Cretaceous,,100.5,66,8477
334009,occ,,,31384,Cladophlebis cf. virginiensis,species,56115,,Cladophlebis virginiensis,species,56115,Early Cretaceous,,145,100.5,8423
334011,occ,,,31384,Cladophlebis parva,species,447906,,Cladophlebis parva,species,447906,Early Cretaceous,,145,100.5,8423
334205,occ,,,27373,"""Woodwardia"" crenata",species,452662,,Woodwardia crenata,species,452662,Early Campanian,,83.6,72.1,7503
334305,occ,,,31385,Clavatasporites irregularis,species,323547,,Clavatasporites irregularis,species,323547,Permian,,298.9,251.902,8479
334356,occ,,,31388,Polycingulatisporites densatus,species,325448,,Polycingulatisporites densatus,species,325448,Griesbachian,,251.902,251.4,8467
334369,occ,,,31388,Dictyophyllidites mortonii,species,340943,,Dictyophyllidites mortonii,species,340943,Griesbachian,,251.902,251.4,8467
334513,occ,,,31393,Polycingulatisporites densatus,species,325448,,Polycingulatisporites densatus,species,325448,Griesbachian,,251.902,251.4,8467
334520,occ,,,31393,Dictyophyllidites mortonii,species,340943,,Dictyophyllidites mortonii,species,340943,Griesbachian,,251.902,251.4,8467
334717,occ,,,31406,Polycingulatisporites densatus,species,325448,,Polycingulatisporites densatus,species,325448,Griesbachian,,251.902,251.4,8467
334833,occ,,,20680,Archaeosigillaria vanuxemi,species,405374,,Archaeosigillaria vanuxemi,species,405373,Givetian,,387.7,382.7,6314
335248,occ,,F,31450,Verrucosisporites thuringiacus,species,478129,,Verrucosisporites thuringiacus,species,478129,Anisian,,247.2,242,8492
335268,occ,,F,31451,Verrucosisporites thuringiacus,species,478129,,Verrucosisporites thuringiacus,species,478129,Anisian,,247.2,242,8492
335381,occ,,F,31462,Verrucosisporites thuringiacus,species,478129,,Verrucosisporites thuringiacus,species,478129,Early Triassic,,251.902,247.2,8492
335542,occ,,F,31476,Deltoidospora minor,species,252545,,Deltoidospora minor,species,252545,Carnian,,237,227,8492
335543,occ,,,31476,Deltoidospora toralis,species,322093,,Deltoidospora toralis,species,322093,Carnian,,237,227,8492
335777,occ,,F,31498,Verrucosisporites thuringiacus,species,478129,,Verrucosisporites thuringiacus,species,478129,Early Triassic,,251.902,247.2,8492
336388,occ,,F,31557,Baculatisporites comaumensis,species,252530,,Baculatisporites comaumensis,species,252530,Permian,,298.9,251.902,8492
336539,occ,,,31575,Arcellites disciformis,species,405338,,Arcellites disciformis,species,405338,Late Barremian,Aptian,125.77,113,8516
336549,occ,,,31578,Arcellites disciformis,species,405338,,Arcellites disciformis,species,405338,Late Barremian,Aptian,125.77,113,8516
336618,occ,,,31588,Arcellites disciformis,species,405338,,Arcellites disciformis,species,405338,Late Barremian,Aptian,125.77,113,8516
336623,occ,,,31589,Arcellites reticulatus,species,334730,,Arcellites reticulatus,species,334730,Middle Albian,Late Albian,109.9,100.5,8518
336632,occ,,,31592,Arcellites disciformis,species,405338,,Arcellites disciformis,species,405338,Middle Albian,Late Albian,109.9,100.5,8518
336635,occ,,,31593,Arcellites reticulatus,species,334730,,Arcellites reticulatus,species,334730,Middle Albian,Late Albian,109.9,100.5,8518
336637,occ,,,31593,Arcellites disciformis,species,405338,,Arcellites disciformis,species,405338,Middle Albian,Late Albian,109.9,100.5,8518
336639,occ,,,31594,Arcellites reticulatus,species,334730,,Arcellites reticulatus,species,334730,Middle Albian,Late Albian,109.9,100.5,8518
336641,occ,,,31594,Arcellites disciformis,species,405338,,Arcellites disciformis,species,405338,Middle Albian,Late Albian,109.9,100.5,8518
336645,occ,,,31595,Arcellites disciformis,species,405338,,Arcellites disciformis,species,405338,Middle Albian,Late Albian,109.9,100.5,8518
336745,occ,,,31637,Arcellites disciformis,species,405338,,Arcellites disciformis,species,405338,Late Barremian,Aptian,125.77,113,8516
336746,occ,,,31638,Arcellites disciformis,species,405338,,Arcellites disciformis,species,405338,Late Barremian,Aptian,125.77,113,8516
336754,occ,,,31644,Arcellites reticulatus,species,334730,,Arcellites reticulatus,species,334730,Middle Albian,Late Albian,109.9,100.5,8516
336762,occ,,,31648,Arcellites reticulatus,species,334730,,Arcellites reticulatus,species,334730,Middle Albian,Late Albian,109.9,100.5,8516
336766,occ,,,31649,Arcellites reticulatus,species,334730,,Arcellites reticulatus,species,334730,Middle Albian,Late Albian,109.9,100.5,8516
336793,occ,,,31653,n. gen. Paleoazolla n. sp. patagonica,species,481693,,Paleoazolla patagonica,species,481693,Maastrichtian,,72.1,66,8523
336797,occ,,,31657,Arcellites disciformis,species,405338,,Arcellites disciformis,species,405338,Middle Albian,Late Albian,109.9,100.5,8516
336815,occ,,,31665,Arcellites disciformis,species,405338,,Arcellites disciformis,species,405338,Late Barremian,Aptian,125.77,113,8516
336816,occ,,,31666,Arcellites disciformis,species,405338,,Arcellites disciformis,species,405338,Late Barremian,Aptian,125.77,113,8516
336818,occ,,,31667,Arcellites disciformis,species,405338,,Arcellites disciformis,species,405338,Late Barremian,Aptian,125.77,113,8516
337075,occ,,F,31673,Azolla primaeva,species,419317,,Azolla primaeva,species,419317,Oligocene,,33.9,23.03,8528
337116,occ,,,31678,Arcellites disciformis,species,405338,,Arcellites disciformis,species,405338,Late Albian,Cenomanian,106.2,93.9,8534
337118,occ,,,31680,Arcellites disciformis,species,405338,,Arcellites disciformis,species,405338,Late Albian,Cenomanian,106.2,93.9,8534
337131,occ,,,31692,Arcellites disciformis,species,405338,,Arcellites disciformis,species,405338,Late Albian,Cenomanian,106.2,93.9,8534
337135,occ,,,31693,Arcellites disciformis,species,405338,,Arcellites disciformis,species,405338,Late Albian,Cenomanian,106.2,93.9,8534
337136,occ,,,31694,Arcellites disciformis,species,405338,,Arcellites disciformis,species,405338,Late Albian,Cenomanian,106.2,93.9,8534
337139,occ,,,31695,Arcellites disciformis,species,405338,,Arcellites disciformis,species,405338,Late Albian,Cenomanian,106.2,93.9,8534
337140,occ,,,31697,Arcellites disciformis,species,405338,,Arcellites disciformis,species,405338,Late Albian,Cenomanian,106.2,93.9,8534
337146,occ,,,31701,Arcellites disciformis,species,405338,,Arcellites disciformis,species,405338,Late Albian,Cenomanian,106.2,93.9,8534
337148,occ,,,31702,Arcellites disciformis,species,405338,,Arcellites disciformis,species,405338,Late Albian,Cenomanian,106.2,93.9,8534
337149,occ,,,31703,Arcellites disciformis,species,405338,,Arcellites disciformis,species,405338,Late Albian,Cenomanian,106.2,93.9,8534
337150,occ,,,31704,Arcellites disciformis,species,405338,,Arcellites disciformis,species,405338,Late Albian,Cenomanian,106.2,93.9,8534
337158,occ,,,31712,Arcellites disciformis,species,405338,,Arcellites disciformis,species,405338,Late Albian,Cenomanian,106.2,93.9,8534
337800,occ,,,31780,Molaspora lobata,species,485787,,Molaspora lobata,species,485787,Santonian,,86.3,83.6,8546
337807,occ,,,31781,Molaspora lobata,species,485787,,Molaspora lobata,species,485787,Santonian,,86.3,83.6,8546
337814,occ,,,31785,Molaspora lobata,species,485787,,Molaspora lobata,species,485787,Santonian,,86.3,83.6,8546
337838,occ,,,31728,Molaspora lobata,species,485787,,Molaspora lobata,species,485787,Paleocene,,66,56,8546
337876,occ,,,24106,Goniopteris bunburii,species,418986,,Goniopteris bunburii,species,418248,Lutetian,,47.8,41.2,6818
337877,occ,,,24106,Pteris eocenica,species,418987,,Pteris eocenica,species,418105,Lutetian,,47.8,41.2,6818
337879,occ,,,24106,Hewardia ? regia,species,418257,,Hewardia regia,species,418257,Lutetian,,47.8,41.2,6818
337880,occ,,,24106,Adiantum apalophyllum,species,418255,,Adiantum apalophyllum,species,418255,Lutetian,,47.8,41.2,6818
337883,occ,,,24106,Osmunda lignitum,species,418264,recombined as,Osmunda lignita,species,418263,Lutetian,,47.8,41.2,6818
337884,occ,,,24106,Lygodium kaulfussi,species,55241,,Lygodium kaulfussi,species,55241,Lutetian,,47.8,41.2,6818
337885,occ,,,24106,Anemia subcretacea,species,55509,,Anemia subcretacea,species,55509,Lutetian,,47.8,41.2,6818
337886,occ,,,24106,Anemia poolensis,species,418590,,Anemia poolensis,species,418590,Lutetian,,47.8,41.2,6818
337953,occ,,,24107,Osmunda lignitum,species,418264,recombined as,Osmunda lignita,species,418263,Lutetian,,47.8,41.2,6818
338019,occ,,,24109,Lygodium kaulfussi,species,55241,,Lygodium kaulfussi,species,55241,Bartonian,,41.2,37.71,6818
338203,occ,,,31837,Osmundacidites senectus,species,336596,,Osmundacidites senectus,species,336596,Zechstein,,259.51,254.14,8503
338309,occ,,,31908,Onychiopsis cf. psilotoides,species,450374,,Onychiopsis psilotoides,species,409755,Early Cenomanian,,100.5,93.9,8525
338423,occ,,,31934,Thyrsopteris elliptica,species,450400,subjective synonym of,Onychiopsis goepperti,species,450368,Early Cretaceous,,145,100.5,8563
338443,occ,,,31952,Arcellites disciformis,species,405338,,Arcellites disciformis,species,405338,Cenomanian,,100.5,93.9,8564
338447,occ,,,31730,Arcellites disciformis,species,405338,,Arcellites disciformis,species,405338,Middle Cenomanian,,100.5,93.9,8534
338449,occ,,,31732,Arcellites disciformis,species,405338,,Arcellites disciformis,species,405338,Middle Cenomanian,,100.5,93.9,8534
338451,occ,,,31950,Arcellites disciformis,species,405338,,Arcellites disciformis,species,405338,Cenomanian,,100.5,93.9,8564
338459,occ,,,31733,Arcellites disciformis,species,405338,,Arcellites disciformis,species,405338,Middle Cenomanian,,100.5,93.9,8534
338464,occ,,,31951,Arcellites disciformis,species,405338,,Arcellites disciformis,species,405338,Cenomanian,,100.5,93.9,8564
338470,occ,,,31734,Arcellites disciformis,species,405338,,Arcellites disciformis,species,405338,Middle Cenomanian,,100.5,93.9,8534
338478,occ,,,31945,Arcellites disciformis,species,405338,,Arcellites disciformis,species,405338,Cenomanian,,100.5,93.9,8564
338488,occ,,,31943,Arcellites disciformis,species,405338,,Arcellites disciformis,species,405338,Cenomanian,,100.5,93.9,8564
338496,occ,,,31803,Arcellites disciformis,species,405338,,Arcellites disciformis,species,405338,Middle Cenomanian,,100.5,93.9,8534
338508,occ,,,31804,Arcellites disciformis,species,405338,,Arcellites disciformis,species,405338,Middle Cenomanian,,100.5,93.9,8534
338515,occ,,,31806,Arcellites disciformis,species,405338,,Arcellites disciformis,species,405338,Middle Cenomanian,,100.5,93.9,8534
338516,occ,,,31806,Arcellites reticulatus,species,334730,,Arcellites reticulatus,species,334730,Middle Cenomanian,,100.5,93.9,8534
338522,occ,,,31807,Arcellites disciformis,species,405338,,Arcellites disciformis,species,405338,Middle Cenomanian,,100.5,93.9,8534
338526,occ,,,31808,Arcellites disciformis,species,405338,,Arcellites disciformis,species,405338,Middle Cenomanian,,100.5,93.9,8534
338528,occ,,,31809,Arcellites disciformis,species,405338,,Arcellites disciformis,species,405338,Middle Cenomanian,,100.5,93.9,8534
338532,occ,,,31809,Ariadnaesporites spinocaperatus,species,327560,,Ariadnaesporites spinocaperatus,species,327560,Middle Cenomanian,,100.5,93.9,8534
338533,occ,,,31810,Arcellites disciformis,species,405338,,Arcellites disciformis,species,405338,Middle Cenomanian,,100.5,93.9,8534
338538,occ,,,31811,Arcellites disciformis,species,405338,,Arcellites disciformis,species,405338,Middle Cenomanian,,100.5,93.9,8534
338542,occ,,,31812,Arcellites disciformis,species,405338,,Arcellites disciformis,species,405338,Middle Cenomanian,,100.5,93.9,8534
338544,occ,,,31813,Arcellites disciformis,species,405338,,Arcellites disciformis,species,405338,Middle Cenomanian,,100.5,93.9,8534
338548,occ,,,31814,Arcellites disciformis,species,405338,,Arcellites disciformis,species,405338,Middle Cenomanian,,100.5,93.9,8534
338551,occ,,,31815,Arcellites disciformis,species,405338,,Arcellites disciformis,species,405338,Middle Cenomanian,,100.5,93.9,8534
